MaterialCode,MaterialDescription,Presentation,Retornability,ProductType,Brand,Packaging,Category,Flavor,Container,Size,DetailedSegment,NonCarbonated,BottlesBySKU,BasisMaterialCode,CUEquivalence,ConsumptionOccasion,EAN,ISSCOM
"546","SPRITE 1000*12 VR             ","SPRITE 1000 ML RETORNABLE","RETORNABLE","REFRESCOS","SPRITE","1000 ML RET VIDRIO","REFRESCOS","LIMA LIMON","RET VIDRIO","FAMILIAR","SSD",False,12,"2002",2.113399998752659,"GASEOSA REGULAR FAMILIAR RETORNABLE","7790895063022","0014050266"
"8380","FANTA NARANJA 600*12PET       ","FANTA 600 ML NO RETORNABLE","NO RETORNABLE","REFRESCOS","FANTA","600 ML PET","REFRESCOS","NARANJA","PET","INDIVIDUAL","SSD",False,12,"1117",1.2680999999999831,"GASEOSA REGULAR INDIVIDUAL ","7790895063091","0232054317"
"4430","COCA-COLA 250ML NR PET 12B    ","COCA COLA 250 ML NO RETORNABLE","NO RETORNABLE","REFRESCOS","COCA COLA","250 ML PET","REFRESCOS","COLA","PET","INDIVIDUAL","SSD",False,12,"182",0.52830000000001431,"GASEOSA REGULAR INDIVIDUAL ","7790895063855","0001054636"
"507","FANTA NARANJA 3000*6 PSW      ","FANTA 3000 ML NO RETORNABLE","NO RETORNABLE","REFRESCOS","FANTA","3000 ML PET","REFRESCOS","NARANJA","PET","FAMILIAR","SSD",False,6,"1121",3.1700999999817281,"GASEOSA REGULAR FAMILIAR ","7790895064111","0232050039"
"509","SPRITE 3000*6 PSW             ","SPRITE 3000 ML NO RETORNABLE","NO RETORNABLE","REFRESCOS","SPRITE","3000 ML PET","REFRESCOS","LIMA LIMON","PET","FAMILIAR","SSD",False,6,"2121",3.1700999999769137,"GASEOSA LOW CAL FAMILIAR ","7790895064128","0014050039"
"17073","SPRITE LS 3.0L NR 6PET        ","SPRITE 3000 ML NO RETORNABLE","NO RETORNABLE","REFRESCOS","SPRITE","3000 ML PET","REFRESCOS","LIMA LIMON","PET","FAMILIAR","SSD",False,6,"2331",3.1701000000000175,"GASEOSA LOW CAL FAMILIAR ","7790895064128","AC9D056812"
"17294","SPRITE S/A 500*12PET","SPRITE SIN AZUCAR 500 ML NO RETORNABLE","NO RETORNABLE","REFRESCOS","SPRITE SIN AZUCAR","500 ML PET","REFRESCOS","LIMA LIMON","PET","INDIVIDUAL","SSD",False,12,"2020",1.0566999999737905,"GASEOSA LOW CAL INDIVIDUAL ","7790895064142","ABL7052073"
"8381","SPRITE S/A 600*12PET          ","SPRITE 600 ML NO RETORNABLE","NO RETORNABLE","REFRESCOS","SPRITE","600 ML PET","REFRESCOS","LIMA LIMON","PET","INDIVIDUAL","SSD",False,12,"2017",1.2680000000000127,"GASEOSA LOW CAL INDIVIDUAL ","7790895064159","ABL7053823"
"8378","SPRITE S/AZUCAR 2250*6 PCT    ","SPRITE SIN AZUCAR 2250 ML NO RETORNABLE","NO RETORNABLE","REFRESCOS","SPRITE SIN AZUCAR","2250 ML PET","REFRESCOS","LIMA LIMON","PET","FAMILIAR","SSD",False,6,"2096",2.3775999999999771,"GASEOSA LOW CAL FAMILIAR ","7790895064166","ABL7053717"
"8377","SPRITE S/A 1500*6 PCT         ","SPRITE SIN AZUCAR 1500 ML NO RETORNABLE","NO RETORNABLE","REFRESCOS","SPRITE SIN AZUCAR","1500 ML PET","REFRESCOS","LIMA LIMON","PET","FAMILIAR","SSD",False,6,"2091",1.5850999999999911,"GASEOSA LOW CAL FAMILIAR ","7790895064173","ABL7053676"
"8016","SPRITE ZERO 350*24 VR         ","SPRITE 350 ML RETORNABLE","RETORNABLE","REFRESCOS","SPRITE","350 ML RET VIDRIO","REFRESCOS","LIMA LIMON","RET VIDRIO","INDIVIDUAL","SSD",False,24,"2201",1.4794000002776539,"GASEOSA LOW CAL INDIVIDUAL RETORNABLE","7790895064210","5925053903"
"7761","CEPITA NARANJA 1000*06TB      ","CEPITA 1000 ML NO RETORNABLE","NO RETORNABLE","CATEGORÍAS EN EXPANSIÓN","CEPITA","1000 ML TETRA BRICK","CATEGORÍAS EN EXPANSIÓN","NARANJA","TETRA BRICK","FAMILIAR","RTD",True,6,"3911",1.0567000000027076,"JUGO REGULAR FAMILIAR ","7790895064333","A02H052497"
"7763","CEPITA MANZANA 1000*06TB      ","CEPITA 1000 ML NO RETORNABLE","NO RETORNABLE","CATEGORÍAS EN EXPANSIÓN","CEPITA","1000 ML TETRA BRICK","CATEGORÍAS EN EXPANSIÓN","MANZANA","TETRA BRICK","FAMILIAR","RTD",True,6,"3913",1.0567000000098226,"JUGO REGULAR FAMILIAR ","7790895064340","A02G052497"
"7767","CEPITA MULTIFRUTA 1000*06TB   ","CEPITA 1000 ML NO RETORNABLE","NO RETORNABLE","CATEGORÍAS EN EXPANSIÓN","CEPITA","1000 ML TETRA BRICK","CATEGORÍAS EN EXPANSIÓN","MULTI FRUTAS","TETRA BRICK","FAMILIAR","RTD",True,6,"3917",1.0567000003137237,"JUGO REGULAR FAMILIAR ","7790895065217","A1VH052497"
"7915","COCA-COLA 20LTS.BIB           ","COCA COLA 20000 ML NO RETORNABLE","NO RETORNABLE","REFRESCOS","COCA COLA","20000 ML BIB","REFRESCOS","COLA","BIB","FAMILIAR","SSD",False,1,"145",22.542999999999999,"GASEOSA REGULAR FAMILIAR ","7790895065712","0001030298"
"17292","COCA-COLA S/AZUCAR 500*12 PET","COCA COLA SIN AZUCAR 500 ML NO RETORNABLE","NO RETORNABLE","REFRESCOS","COCA COLA SIN AZUCAR","500 ML PET","REFRESCOS","COLA","PET","INDIVIDUAL","SSD",False,12,"669",1.057589475408679,"GASEOSA LOW CAL INDIVIDUAL ","7790895067532","ABBA053438"
"9928","COCA-COLA S/AZUCAR 600*12 PET ","COCA COLA SIN AZUCAR 600 ML NO RETORNABLE","NO RETORNABLE","REFRESCOS","COCA COLA SIN AZUCAR","600 ML PET","REFRESCOS","COLA","PET","INDIVIDUAL","SSD",False,12,"667",1.2680999999999794,"GASEOSA LOW CAL INDIVIDUAL ","7790895067549","ABBA053998"
"9932","COCA-COLA S/AZUCAR 1500*6CT   ","COCA COLA SIN AZUCAR 1500 ML NO RETORNABLE","NO RETORNABLE","REFRESCOS","COCA COLA SIN AZUCAR","1500 ML PET","REFRESCOS","COLA","PET","FAMILIAR","SSD",False,6,"662",1.5851000000000146,"GASEOSA LOW CAL FAMILIAR ","7790895067556","ABBA053651"
"9933","COCA-COLA S/AZUCAR 2250*6 PC  ","COCA COLA SIN AZUCAR 2250 ML NO RETORNABLE","NO RETORNABLE","REFRESCOS","COCA COLA SIN AZUCAR","2250 ML PET","REFRESCOS","COLA","PET","FAMILIAR","SSD",False,6,"665",2.3775999999999882,"GASEOSA LOW CAL FAMILIAR ","7790895067570","ABBA053659"
"4803","COCA-COLA S/AZUCAR 354*6 LATAS","COCA COLA SIN AZUCAR 354 ML NO RETORNABLE","NO RETORNABLE","REFRESCOS","COCA COLA SIN AZUCAR","354 ML LATA","REFRESCOS","COLA","LATA","INDIVIDUAL","SSD",False,6,"773",0.37409999999999943,"GASEOSA LOW CAL INDIVIDUAL ","7790895067587","ABBA053974"
"4308","COCA-COLA S/AZUCAR 350*24VR   ","COCA COLA SIN AZUCAR 350 ML RETORNABLE","RETORNABLE","REFRESCOS","COCA COLA SIN AZUCAR","350 ML RET VIDRIO","REFRESCOS","COLA","RET VIDRIO","INDIVIDUAL","SSD",False,24,"701",1.4794000000000087,"GASEOSA LOW CAL INDIVIDUAL RETORNABLE","7790895067600","ABBA053735"
"4305","COCA-COLA S/AZUCAR 2.0*8 RP   ","COCA COLA SIN AZUCAR 2000 ML RETORNABLE","RETORNABLE","REFRESCOS","COCA COLA SIN AZUCAR","2000 ML RET PET","REFRESCOS","COLA","RET PET","FAMILIAR","SSD",False,8,"725",2.817899999999808,"GASEOSA LOW CAL FAMILIAR RETORNABLE","7790895067617","ABBA053215"
"7636","SPRITE 350*24 VR              ","SPRITE 350 ML RETORNABLE","RETORNABLE","REFRESCOS","SPRITE","350 ML RET VIDRIO","REFRESCOS","LIMA LIMON","RET VIDRIO","INDIVIDUAL","SSD",False,24,"2001",1.4794000040092141,"GASEOSA REGULAR INDIVIDUAL RETORNABLE","7790895067693","0014052037"
"7568","FANTA NARANJA 350*24 VR       ","FANTA 350 ML RETORNABLE","RETORNABLE","REFRESCOS","FANTA","350 ML RET VIDRIO","REFRESCOS","NARANJA","RET VIDRIO","INDIVIDUAL","SSD",False,24,"1101",1.4794000065016546,"GASEOSA REGULAR INDIVIDUAL RETORNABLE","7790895067709","0232052037"
"545","FANTA NARANJA 1000*12 VR      ","FANTA 1000 ML RETORNABLE","RETORNABLE","REFRESCOS","FANTA","1000 ML RET VIDRIO","REFRESCOS","NARANJA","RET VIDRIO","FAMILIAR","SSD",False,12,"1102",2.1134000015113985,"GASEOSA REGULAR FAMILIAR RETORNABLE","7790895067716","0232050266"
"4802","COCA-COLA S/AZUCAR 10LT BIB   ","COCA COLA SIN AZUCAR 10000 ML NO RETORNABLE","NO RETORNABLE","REFRESCOS","COCA COLA SIN AZUCAR","10000 ML BIB","REFRESCOS","COLA","BIB","FAMILIAR","SSD",False,1,"645",11.271295922486873,"GASEOSA LOW CAL FAMILIAR ","7790895067983","ABBA032457"
"8101","SPRITE 2500*6 PCT","SPRITE 2500 ML NO RETORNABLE","NO RETORNABLE","REFRESCOS","SPRITE","2500 ML PET","REFRESCOS","LIMA LIMON","PET","FAMILIAR","SSD",False,6,"2080",2.6417000000530639,"GASEOSA REGULAR FAMILIAR ","7790895068027","0014054431"
"9936","COCA-COLA S/AZUCAR 2.5*6 PET  ","COCA COLA SIN AZUCAR 2500 ML NO RETORNABLE","NO RETORNABLE","REFRESCOS","COCA COLA SIN AZUCAR","2500 ML PET","REFRESCOS","COLA","PET","FAMILIAR","SSD",False,6,"660",2.6417000000000281,"GASEOSA LOW CAL FAMILIAR ","7790895068096","ABBA053787"
"483","COCA-COLA 2500*8 RPET         ","COCA COLA 2500 ML RETORNABLE","RETORNABLE","REFRESCOS","COCA COLA","2500 ML RET PET","REFRESCOS","COLA","RET PET","FAMILIAR","SSD",False,8,"130",3.5223366185414875,"GASEOSA REGULAR FAMILIAR RETORNABLE","7790895068164","0001054673"
"4306","COCA-COLA S/AZUCAR 1500*8 VR  ","COCA COLA SIN AZUCAR 1500 ML RETORNABLE","RETORNABLE","REFRESCOS","COCA COLA SIN AZUCAR","1500 ML RET VIDRIO","REFRESCOS","COLA","RET VIDRIO","FAMILIAR","SSD",False,8,"704",2.1134000000000399,"GASEOSA LOW CAL FAMILIAR RETORNABLE","7790895639937","ABBA056553"
"4307","COCA-COLA S/AZUCAR 2500*8 RPET","COCA COLA SIN AZUCAR 2500 ML NO RETORNABLE","NO RETORNABLE","REFRESCOS","COCA COLA SIN AZUCAR","2500 ML RET PET","REFRESCOS","COLA","RET PET","FAMILIAR","SSD",False,8,"730",3.5223366185414875,"GASEOSA LOW CAL FAMILIAR RETORNABLE","7790895639951","ABBA055066"
"7810","POWERADE MANZANA 0,5L*6 PET   ","POWERADE 500 ML NO RETORNABLE","NO RETORNABLE","CATEGORÍAS EN EXPANSIÓN","POWERADE","500 ML PET","CATEGORÍAS EN EXPANSIÓN","MANZANA","PET","INDIVIDUAL","ISO",True,6,"4053",0.52840000001673559,"ISOTONICO REGULAR INDIVIDUAL ","7790895640018","A3NA054193"
"7811","POWER.MOUNTAIN BLAST 0,5*6 PE ","POWERADE 500 ML NO RETORNABLE","NO RETORNABLE","CATEGORÍAS EN EXPANSIÓN","POWERADE","500 ML PET","CATEGORÍAS EN EXPANSIÓN","MOUNTAIN BLAST","PET","INDIVIDUAL","ISO",True,6,"4055",0.52840000014482225,"ISOTONICO REGULAR INDIVIDUAL ","7790895640025","0608054193"
"7809","POWERADE NARANJA 0,5L*6 PET   ","POWERADE 500 ML NO RETORNABLE","NO RETORNABLE","CATEGORÍAS EN EXPANSIÓN","POWERADE","500 ML PET","CATEGORÍAS EN EXPANSIÓN","NARANJA","PET","INDIVIDUAL","ISO",True,6,"4051",0.52839999930467785,"ISOTONICO REGULAR INDIVIDUAL ","7790895640032","7060054193"
"8130","CEPITA ND NARANJA MIX 1000*06 ","CEPITA 1000 ML NO RETORNABLE","NO RETORNABLE","CATEGORÍAS EN EXPANSIÓN","CEPITA","1000 ML TETRA BRICK","CATEGORÍAS EN EXPANSIÓN","NARANJA","TETRA BRICK","FAMILIAR","RTD",True,6,"3984",1.0566999999771904,"JUGO REGULAR FAMILIAR ","7790895640247","A4DG052497"
"2475","FANTA NARANJA 2500*8 RPE      ","FANTA 2500 ML RETORNABLE","RETORNABLE","REFRESCOS","FANTA","2500 ML RET PET","REFRESCOS","NARANJA","RET PET","FAMILIAR","SSD",False,8,"1130",3.5223349122922776,"GASEOSA REGULAR FAMILIAR RETORNABLE","7790895640261","0232055066"
"8029","AQUARIUS PERA 0,5L*12PET      ","AQUARIUS 500 ML NO RETORNABLE","NO RETORNABLE","CATEGORÍAS EN EXPANSIÓN","AQUARIUS","500 ML PET","CATEGORÍAS EN EXPANSIÓN","PERA","PET","INDIVIDUAL","FW",True,12,"4204",1.0566999999793236,"AGUA SABORIZADA REGULAR INDIVIDUAL ","7790895640445","A4CA052073"
"8031","AQUARIUS MANZANA 0,5L*12PET   ","AQUARIUS 500 ML NO RETORNABLE","NO RETORNABLE","CATEGORÍAS EN EXPANSIÓN","AQUARIUS","500 ML PET","CATEGORÍAS EN EXPANSIÓN","MANZANA","PET","INDIVIDUAL","FW",True,12,"4206",1.056699999965613,"AGUA SABORIZADA REGULAR INDIVIDUAL ","7790895640452","A4CB052073"
"8027","AQUARIUS POMELO 0,5L*12PET    ","AQUARIUS 500 ML NO RETORNABLE","NO RETORNABLE","CATEGORÍAS EN EXPANSIÓN","AQUARIUS","500 ML PET","CATEGORÍAS EN EXPANSIÓN","POMELO","PET","INDIVIDUAL","FW",True,12,"4202",1.0566999999555733,"AGUA SABORIZADA REGULAR INDIVIDUAL ","7790895640469","A4B9053702"
"8033","AQUARIUS PERA 1,5L*6 PET      ","AQUARIUS 1500 ML NO RETORNABLE","NO RETORNABLE","CATEGORÍAS EN EXPANSIÓN","AQUARIUS","1500 ML PET","CATEGORÍAS EN EXPANSIÓN","PERA","PET","FAMILIAR","FW",True,6,"4223",1.5850000011244889,"AGUA SABORIZADA REGULAR FAMILIAR ","7790895640476","A4CA052085"
"8034","AQUARIUS MANZANA 1,5L*6 PET   ","AQUARIUS 1500 ML NO RETORNABLE","NO RETORNABLE","CATEGORÍAS EN EXPANSIÓN","AQUARIUS","1500 ML PET","CATEGORÍAS EN EXPANSIÓN","MANZANA","PET","FAMILIAR","FW",True,6,"4225",1.5850000006729821,"AGUA SABORIZADA REGULAR FAMILIAR ","7790895640483","A4CB052085"
"8032","AQUARIUS POMELO 1,5L*6 PET    ","AQUARIUS 1500 ML NO RETORNABLE","NO RETORNABLE","CATEGORÍAS EN EXPANSIÓN","AQUARIUS","1500 ML PET","CATEGORÍAS EN EXPANSIÓN","POMELO","PET","FAMILIAR","FW",True,6,"4221",1.5850000005965927,"AGUA SABORIZADA REGULAR FAMILIAR ","7790895640490","A4B9052085"
"8024","POWERADE FRUTAS TROP.0,5L*6 P ","POWERADE 500 ML NO RETORNABLE","NO RETORNABLE","CATEGORÍAS EN EXPANSIÓN","POWERADE","500 ML PET","CATEGORÍAS EN EXPANSIÓN","FRUTOS TROPICALES","PET","INDIVIDUAL","ISO",True,6,"4059",0.52840000018493982,"ISOTONICO REGULAR INDIVIDUAL ","7790895641183","A5IH052507"
"8080","AQUARIUS NARANJA 0,5L*12PET   ","AQUARIUS 500 ML NO RETORNABLE","NO RETORNABLE","CATEGORÍAS EN EXPANSIÓN","AQUARIUS","500 ML PET","CATEGORÍAS EN EXPANSIÓN","NARANJA","PET","INDIVIDUAL","FW",True,12,"4208",1.0566999999719009,"AGUA SABORIZADA REGULAR INDIVIDUAL ","7790895641213","A5V1052073"
"8081","AQUARIUS NARANJA 1,5L*6 PET   ","AQUARIUS 1500 ML NO RETORNABLE","NO RETORNABLE","CATEGORÍAS EN EXPANSIÓN","AQUARIUS","1500 ML PET","CATEGORÍAS EN EXPANSIÓN","NARANJA","PET","FAMILIAR","FW",True,6,"4227",1.5850000006086673,"AGUA SABORIZADA REGULAR FAMILIAR ","7790895641237","A5V1052085"
"8169","CEPITA DURAZNO 1.5*4 PET      ","CEPITA 1500 ML NO RETORNABLE","NO RETORNABLE","CATEGORÍAS EN EXPANSIÓN","CEPITA","1500 ML PET","CATEGORÍAS EN EXPANSIÓN","DURAZNO","PET","FAMILIAR","RTD",True,4,"3847",1.0566999999999764,"JUGO REGULAR FAMILIAR ","7790895641534","A5PR054103"
"8166","CEPITA DURAZNO 300*6 PET      ","CEPITA 300 ML NO RETORNABLE","NO RETORNABLE","CATEGORÍAS EN EXPANSIÓN","CEPITA","300 ML PET","CATEGORÍAS EN EXPANSIÓN","DURAZNO","PET","INDIVIDUAL","RTD",True,6,"3842",0.31699999999603301,"JUGO REGULAR INDIVIDUAL ","7790895641541","A5PR056775"
"8064","CEPITA NARANJA 200*24TBR      ","CEPITA 200 ML NO RETORNABLE","NO RETORNABLE","CATEGORÍAS EN EXPANSIÓN","CEPITA","200 ML TETRA BRICK","CATEGORÍAS EN EXPANSIÓN","NARANJA","TETRA BRICK","INDIVIDUAL","RTD",True,24,"3890",0.84539999995082038,"JUGO REGULAR INDIVIDUAL ","7790895641596","A02H051395"
"17303","CEPITA NARANJA 25% 200*24TBR  ","CEPITA 200 ML NO RETORNABLE","NO RETORNABLE","CATEGORÍAS EN EXPANSIÓN","CEPITA","200 ML TETRA BRICK","CATEGORÍAS EN EXPANSIÓN","NARANJA","TETRA BRICK","INDIVIDUAL","RTD",True,24,"3998",0.84540000020959305,"JUGO REGULAR INDIVIDUAL ","7790895641596","A4DG051395"
"17070","SPRITE LS 250ML NR 12PET      ","SPRITE 250 ML NO RETORNABLE","NO RETORNABLE","REFRESCOS","SPRITE","250 ML PET","REFRESCOS","LIMA LIMON","PET","INDIVIDUAL","SSD",False,12,"2314",0.52829999999999266,"GASEOSA LOW CAL INDIVIDUAL ","7790895641640","AC9D054933"
"8165","CEPITA ANANA 300*6 PET        ","CEPITA 300 ML NO RETORNABLE","NO RETORNABLE","CATEGORÍAS EN EXPANSIÓN","CEPITA","300 ML PET","CATEGORÍAS EN EXPANSIÓN","ANANA","PET","INDIVIDUAL","RTD",True,6,"3841",0.31699999999822015,"JUGO REGULAR INDIVIDUAL ","7790895641732","A2I3056775"
"8168","CEPITA ANANA 1.5*4 PET        ","CEPITA 1500 ML NO RETORNABLE","NO RETORNABLE","CATEGORÍAS EN EXPANSIÓN","CEPITA","1500 ML PET","CATEGORÍAS EN EXPANSIÓN","ANANA","PET","FAMILIAR","RTD",True,4,"3846",1.0567000000000133,"JUGO REGULAR FAMILIAR ","7790895641749","A2I3054103"
"8167","CEPITA NARANJA 1.5*4 PET      ","CEPITA 1500 ML NO RETORNABLE","NO RETORNABLE","CATEGORÍAS EN EXPANSIÓN","CEPITA","1500 ML PET","CATEGORÍAS EN EXPANSIÓN","NARANJA","PET","FAMILIAR","RTD",True,4,"3845",1.0566999999999911,"JUGO REGULAR FAMILIAR ","7790895641800","A4DG054103"
"8353","SPRITE S/A 375*6 PET          ","SPRITE SIN AZUCAR 375 ML NO RETORNABLE","NO RETORNABLE","REFRESCOS","SPRITE SIN AZUCAR","375 ML PET","REFRESCOS","LIMA LIMON","PET","INDIVIDUAL","SSD",False,6,"2018",0.39630000000004295,"GASEOSA LOW CAL INDIVIDUAL ","7790895641886","ABL705A3SN"
"17031","CEPITA NARANJA S/A 300ML*6PET ","CEPITA 300 ML NO RETORNABLE","NO RETORNABLE","CATEGORÍAS EN EXPANSIÓN","CEPITA","300 ML PET","CATEGORÍAS EN EXPANSIÓN","NARANJA","PET","INDIVIDUAL","RTD",True,6,"3857",0.31700000000000139,"JUGO LOW CAL INDIVIDUAL ","7790895642029","ABFP056775"
"8467","SPRITE SIN AZUCAR 10 L. BIB   ","SPRITE SIN AZUCAR 10000 ML NO RETORNABLE","NO RETORNABLE","REFRESCOS","SPRITE SIN AZUCAR","10000 ML BIB","REFRESCOS","LIMA LIMON","BIB","FAMILIAR","SSD",False,1,"2045",11.271295922486852,"GASEOSA LOW CAL FAMILIAR ","7790895642142","ABL7032457"
"8469","HI-C MANZANA 1,5L*6 PET       ","HI-C 1500 ML NO RETORNABLE","NO RETORNABLE","CATEGORÍAS EN EXPANSIÓN","HI-C","1500 ML PET","CATEGORÍAS EN EXPANSIÓN","MANZANA","PET","FAMILIAR","FW",True,6,"3815",1.5850000000000053,"AGUA SABORIZADA REGULAR FAMILIAR ","7790895642609","AB0H053682"
"8468","HI-C NARANJA 1,5L*6 PET       ","HI-C 1500 ML NO RETORNABLE","NO RETORNABLE","CATEGORÍAS EN EXPANSIÓN","HI-C","1500 ML PET","CATEGORÍAS EN EXPANSIÓN","NARANJA","PET","FAMILIAR","FW",True,6,"3814",1.5849999999999556,"AGUA SABORIZADA REGULAR FAMILIAR ","7790895642616","AB0I053682"
"9963","FANTA NARANJA S/A 375*6PET    ","FANTA SIN AZUCAR 375 ML NO RETORNABLE","NO RETORNABLE","REFRESCOS","FANTA SIN AZUCAR","375 ML PET","REFRESCOS","NARANJA","PET","INDIVIDUAL","SSD",False,6,"1128",0.39630000000003973,"GASEOSA LOW CAL INDIVIDUAL ","7790895642951","ABDK05A3SO"
"8350","FANTA NARANJA S/A 375*12 PET  ","FANTA SIN AZUCAR 375 ML NO RETORNABLE","NO RETORNABLE","REFRESCOS","FANTA SIN AZUCAR","375 ML PET","REFRESCOS","NARANJA","PET","INDIVIDUAL","SSD",False,12,"1116",0.79249999999999354,"GASEOSA LOW CAL INDIVIDUAL ","7790895642951","ABDK05A3RO"
"9937","FANTA NARANJA S/A 600*12PET   ","FANTA SIN AZUCAR 600 ML NO RETORNABLE","NO RETORNABLE","REFRESCOS","FANTA SIN AZUCAR","600 ML PET","REFRESCOS","NARANJA","PET","INDIVIDUAL","SSD",False,12,"1127",1.2680999999999807,"GASEOSA LOW CAL INDIVIDUAL ","7790895642975","ABDK054317"
"9943","FANTA NAR.S/AZUCAR 2.25*6 P   ","FANTA SIN AZUCAR 2250 ML NO RETORNABLE","NO RETORNABLE","REFRESCOS","FANTA SIN AZUCAR","2250 ML PET","REFRESCOS","NARANJA","PET","FAMILIAR","SSD",False,6,"1196",2.3776000000000859,"GASEOSA LOW CAL FAMILIAR ","7790895642999","ABDK053684"
"9965","CRUSH NARANJA 3000*6 PSW      ","CRUSH 3000 ML NO RETORNABLE","NO RETORNABLE","REFRESCOS","CRUSH","3000 ML PET","REFRESCOS","NARANJA","PET","FAMILIAR","SSD",False,6,"3297",3.1701000000001134,"GASEOSA LOW CAL FAMILIAR ","7790895643019","4615050712"
"9966","CRUSH POMELO 3000*6 PSW       ","CRUSH 3000 ML NO RETORNABLE","NO RETORNABLE","REFRESCOS","CRUSH","3000 ML PET","REFRESCOS","POMELO","PET","FAMILIAR","SSD",False,6,"3397",3.1700999999999491,"GASEOSA LOW CAL FAMILIAR ","7790895643026","4614050712"
"3468","CRUSH LIMA-LIMON S/A 3,0*6 PSW","CRUSH 3000 ML NO RETORNABLE","NO RETORNABLE","REFRESCOS","CRUSH","3000 ML PET","REFRESCOS","LIMA LIMON","PET","FAMILIAR","SSD",False,6,"3496",3.1700999999999393,"GASEOSA LOW CAL FAMILIAR ","7790895643033","ACK0050712"
"9964","CRUSH LIMA-LIMON 3,0*6 PSW    ","CRUSH 3000 ML NO RETORNABLE","NO RETORNABLE","REFRESCOS","CRUSH","3000 ML PET","REFRESCOS","LIMA LIMON","PET","FAMILIAR","SSD",False,6,"3497",3.1700999999999788,"GASEOSA LOW CAL FAMILIAR ","7790895643033","4993050712"
"4699","AQUARIUS POMELO 375*6 PET     ","AQUARIUS 375 ML NO RETORNABLE","NO RETORNABLE","CATEGORÍAS EN EXPANSIÓN","AQUARIUS","375 ML PET","CATEGORÍAS EN EXPANSIÓN","POMELO","PET","INDIVIDUAL","FW",True,6,"4292",0.39630000000000304,"AGUA SABORIZADA REGULAR INDIVIDUAL ","7790895643194","A4B905A3SO"
"4700","AQUARIUS PERA 375*6 PET       ","AQUARIUS 375 ML NO RETORNABLE","NO RETORNABLE","CATEGORÍAS EN EXPANSIÓN","AQUARIUS","375 ML PET","CATEGORÍAS EN EXPANSIÓN","PERA","PET","INDIVIDUAL","FW",True,6,"4294",0.39630000000000426,"AGUA SABORIZADA REGULAR INDIVIDUAL ","7790895643231","A4CA05A3SO"
"4701","AQUARIUS NARANJA 375*6 PET    ","AQUARIUS 375 ML NO RETORNABLE","NO RETORNABLE","CATEGORÍAS EN EXPANSIÓN","AQUARIUS","375 ML PET","CATEGORÍAS EN EXPANSIÓN","NARANJA","PET","INDIVIDUAL","FW",True,6,"4298",0.39630000000000309,"AGUA SABORIZADA REGULAR INDIVIDUAL ","7790895643255","A5V105A3SO"
"4109","ADES CHOCOLATE 1.0LTS 8TB NF  ","ADES 1000 ML NO RETORNABLE","NO RETORNABLE","CATEGORÍAS EN EXPANSIÓN","ADES","1000 ML TETRA BRICK","CATEGORÍAS EN EXPANSIÓN","CHOCOLATE","TETRA BRICK","FAMILIAR","BEBIDAS DE SOYA",True,8,"4765",1.4089,"BEBIDAS DE SOYA LACTEOS REGULAR FAMILIAR ","7790895643521","AB8Q056925"
"4108","ADES ALMENDRA 1.0LTS 8TB NF   ","ADES 1000 ML NO RETORNABLE","NO RETORNABLE","CATEGORÍAS EN EXPANSIÓN","ADES","1000 ML TETRA BRICK","CATEGORÍAS EN EXPANSIÓN","ALMENDRA","TETRA BRICK","FAMILIAR","BEBIDAS DE SOYA",True,8,"4764",1.4088999999999998,"BEBIDAS DE SOYA LACTEOS REGULAR FAMILIAR ","7790895643538","AC1X056925"
"4723","SCHWEPPES POMELO S/AZ 375ML*6B","SCHWEPPES SIN AZUCAR 375 ML NO RETORNABLE","NO RETORNABLE","REFRESCOS","SCHWEPPES SIN AZUCAR","375 ML PET","REFRESCOS","POMELO","PET","INDIVIDUAL","SSD",False,6,"3028",0.39629999999999849,"GASEOSA LOW CAL INDIVIDUAL ","7790895643606","AC2005A3SO"
"4736","ADES CHOCOLATE 200ML 4*6TB NF ","ADES 200 ML NO RETORNABLE","NO RETORNABLE","CATEGORÍAS EN EXPANSIÓN","ADES","200 ML TETRA BRICK","CATEGORÍAS EN EXPANSIÓN","CHOCOLATE","TETRA BRICK","INDIVIDUAL","BEBIDAS DE SOYA",True,24,"4757",0.84529999999999306,"BEBIDAS DE SOYA LACTEOS REGULAR INDIVIDUAL ","7790895643613","AB8Q057319"
"9938","FANTA NARANJA S/AZ. 2500*6 PMP","FANTA 2500 ML NO RETORNABLE","NO RETORNABLE","REFRESCOS","FANTA","2500 ML PET","REFRESCOS","NARANJA","PET","FAMILIAR","SSD",False,6,"1181",2.6417000000000028,"GASEOSA LOW CAL FAMILIAR ","7790895643668","ABDK054264"
"4722","KIN SIN GAS 375*12 PET        ","KIN 375 ML NO RETORNABLE","NO RETORNABLE","AGUA PURIFICADA","KIN","375 ML PET","AGUA PURIFICADA","SIN GAS","PET","INDIVIDUAL","PW",True,12,"2616",0.79259999999999686,"AGUA PLENA REGULAR INDIVIDUAL ","7790895643699","168805A3RO"
