MaterialCode,MaterialDescription,Presentation,Retornability,ProductType,Brand,Packaging,Category,Flavor,Container,Size,DetailedSegment,NonCarbonated,BottlesBySKU,BasisMaterialCode,CUEquivalence,ConsumptionOccasion,EAN,ISSCOM
"17320","AdeS Ananá RCG 200ml Tet 4x6B ","ADES 200 ML NO RETORNABLE","NO RETORNABLE","CATEGORÍAS EN EXPANSIÓN","ADES","200 ML TETRA BRICK","CATEGORÍAS EN EXPANSIÓN","ANANA","TETRA BRICK","INDIVIDUAL","BEBIDAS DE SOYA",True,24,"4498",0.84529999999999994,"BEBIDAS DE SOYA FRUTALES REGULAR INDIVIDUAL ","7790895643712","ADQM056923"
"8386","ADES ANANA 200ML 4*6TB NF     ","ADES 200 ML NO RETORNABLE","NO RETORNABLE","CATEGORÍAS EN EXPANSIÓN","ADES","200 ML TETRA BRICK","CATEGORÍAS EN EXPANSIÓN","ANANA","TETRA BRICK","INDIVIDUAL","BEBIDAS DE SOYA",True,24,"4455",0.84530000000000005,"BEBIDAS DE SOYA FRUTALES REGULAR INDIVIDUAL ","7790895643712","AB8H057319"
"8385","ADES DURAZNO 200ML 4*6TB NF   ","ADES 200 ML NO RETORNABLE","NO RETORNABLE","CATEGORÍAS EN EXPANSIÓN","ADES","200 ML TETRA BRICK","CATEGORÍAS EN EXPANSIÓN","DURAZNO","TETRA BRICK","INDIVIDUAL","BEBIDAS DE SOYA",True,24,"4454",0.84529999999999694,"BEBIDAS DE SOYA FRUTALES REGULAR INDIVIDUAL ","7790895643729","AB8G057319"
"17319","AdeS Durazno RCG 200ml Tet 4x6TB ","ADES 200 ML NO RETORNABLE","NO RETORNABLE","CATEGORÍAS EN EXPANSIÓN","ADES","200 ML TETRA BRICK","CATEGORÍAS EN EXPANSIÓN","DURAZNO","TETRA BRICK","INDIVIDUAL","BEBIDAS DE SOYA",True,24,"4497",0.84529999999999572,"BEBIDAS DE SOYA FRUTALES REGULAR INDIVIDUAL ","7790895643729","ADQL056923"
"17316","AdeS Manzana RCG 200ml Tet 4x6TB","ADES 200 ML NO RETORNABLE","NO RETORNABLE","CATEGORÍAS EN EXPANSIÓN","ADES","200 ML TETRA BRICK","CATEGORÍAS EN EXPANSIÓN","MANZANA","TETRA BRICK","INDIVIDUAL","BEBIDAS DE SOYA",True,24,"4494",0.84530000000001493,"BEBIDAS DE SOYA FRUTALES REGULAR INDIVIDUAL ","7790895643743","ADQJ056923"
"8382","ADES MANZANA 200ML 4*6TB NF   ","ADES 200 ML NO RETORNABLE","NO RETORNABLE","CATEGORÍAS EN EXPANSIÓN","ADES","200 ML TETRA BRICK","CATEGORÍAS EN EXPANSIÓN","MANZANA","TETRA BRICK","INDIVIDUAL","BEBIDAS DE SOYA",True,24,"4451",0.84530000000000804,"BEBIDAS DE SOYA FRUTALES REGULAR INDIVIDUAL ","7790895643743","AB8D057319"
"8383","ADES NARANJA 200ML 4*6TB NF   ","ADES 200 ML NO RETORNABLE","NO RETORNABLE","CATEGORÍAS EN EXPANSIÓN","ADES","200 ML TETRA BRICK","CATEGORÍAS EN EXPANSIÓN","NARANJA","TETRA BRICK","INDIVIDUAL","BEBIDAS DE SOYA",True,24,"4452",0.84529999999999761,"BEBIDAS DE SOYA FRUTALES REGULAR INDIVIDUAL ","7790895643750","AB8F057319"
"17317","AdeS Naranja RCG 200ml Tet 4x6TB ","ADES 200 ML NO RETORNABLE","NO RETORNABLE","CATEGORÍAS EN EXPANSIÓN","ADES","200 ML TETRA BRICK","CATEGORÍAS EN EXPANSIÓN","NARANJA","TETRA BRICK","INDIVIDUAL","BEBIDAS DE SOYA",True,24,"4495",0.84530000000000005,"BEBIDAS DE SOYA FRUTALES REGULAR INDIVIDUAL ","7790895643750","ADQK056923"
"17318","AdeS Frutas Trop RCG 200ml Tet 4x6TB","ADES 200 ML NO RETORNABLE","NO RETORNABLE","CATEGORÍAS EN EXPANSIÓN","ADES","200 ML TETRA BRICK","CATEGORÍAS EN EXPANSIÓN","FRUTAS TROPICALES","TETRA BRICK","INDIVIDUAL","BEBIDAS DE SOYA",True,24,"4496",0.84529999999999295,"BEBIDAS DE SOYA FRUTALES REGULAR INDIVIDUAL ","7790895643767","ADQN056923"
"8384","ADES FR.TROP.200ML 4*6TB NF   ","ADES 200 ML NO RETORNABLE","NO RETORNABLE","CATEGORÍAS EN EXPANSIÓN","ADES","200 ML TETRA BRICK","CATEGORÍAS EN EXPANSIÓN","FRUTAS TROPICALES","TETRA BRICK","INDIVIDUAL","BEBIDAS DE SOYA",True,24,"4453",0.84529999999999483,"BEBIDAS DE SOYA FRUTALES REGULAR INDIVIDUAL ","7790895643767","ABAW057319"
"9701","ADES ANANA 1.0LTS 8TB NF      ","ADES 1000 ML NO RETORNABLE","NO RETORNABLE","CATEGORÍAS EN EXPANSIÓN","ADES","1000 ML TETRA BRICK","CATEGORÍAS EN EXPANSIÓN","ANANA","TETRA BRICK","FAMILIAR","BEBIDAS DE SOYA",True,8,"4475",1.4088999999999934,"BEBIDAS DE SOYA FRUTALES REGULAR FAMILIAR ","7790895643804","AB8H056925"
"17325","AdeS Ananá RCG 1 Ltro. Tetra 8B","ADES 1000 ML NO RETORNABLE","NO RETORNABLE","CATEGORÍAS EN EXPANSIÓN","ADES","1000 ML TETRA BRICK","CATEGORÍAS EN EXPANSIÓN","ANANA","TETRA BRICK","FAMILIAR","BEBIDAS DE SOYA",True,8,"4493",1.4089,"BEBIDAS DE SOYA FRUTALES REGULAR FAMILIAR ","7790895643804","ADQM056925"
"9772","ADES COCO 1.0LTS 8TB NF       ","ADES 1000 ML NO RETORNABLE","NO RETORNABLE","CATEGORÍAS EN EXPANSIÓN","ADES","1000 ML TETRA BRICK","CATEGORÍAS EN EXPANSIÓN","COCO","TETRA BRICK","FAMILIAR","BEBIDAS DE SOYA",True,8,"4461",1.4089,"BEBIDAS DE SOYA LACTEOS REGULAR FAMILIAR ","7790895643811","ABB3056925"
"9700","ADES DURAZNO 1.0LTS 8TB NF    ","ADES 1000 ML NO RETORNABLE","NO RETORNABLE","CATEGORÍAS EN EXPANSIÓN","ADES","1000 ML TETRA BRICK","CATEGORÍAS EN EXPANSIÓN","DURAZNO","TETRA BRICK","FAMILIAR","BEBIDAS DE SOYA",True,8,"4474",1.4088999999999972,"BEBIDAS DE SOYA FRUTALES REGULAR FAMILIAR ","7790895643828","AB8G056925"
"17324","AdeS Durazno RCG 1 Ltro. Tet 8B","ADES 1000 ML NO RETORNABLE","NO RETORNABLE","CATEGORÍAS EN EXPANSIÓN","ADES","1000 ML TETRA BRICK","CATEGORÍAS EN EXPANSIÓN","DURAZNO","TETRA BRICK","FAMILIAR","BEBIDAS DE SOYA",True,8,"4492",1.4088999999999861,"BEBIDAS DE SOYA FRUTALES REGULAR FAMILIAR ","7790895643828","ADQL056925"
"9774","ADES MANZANA 1.0LTS 8TB NF    ","ADES 1000 ML NO RETORNABLE","NO RETORNABLE","CATEGORÍAS EN EXPANSIÓN","ADES","1000 ML TETRA BRICK","CATEGORÍAS EN EXPANSIÓN","MANZANA","TETRA BRICK","FAMILIAR","BEBIDAS DE SOYA",True,8,"4471",1.4089000000000238,"BEBIDAS DE SOYA FRUTALES REGULAR FAMILIAR ","7790895643835","AB8D056925"
"17321","AdeS Manzana RCG 1 Ltro. Tet 8B","ADES 1000 ML NO RETORNABLE","NO RETORNABLE","CATEGORÍAS EN EXPANSIÓN","ADES","1000 ML TETRA BRICK","CATEGORÍAS EN EXPANSIÓN","MANZANA","TETRA BRICK","FAMILIAR","BEBIDAS DE SOYA",True,8,"4499",1.4089000000000054,"BEBIDAS DE SOYA FRUTALES REGULAR FAMILIAR ","7790895643835","ADQJ056925"
"8361","ADES MANZANA 1000*12TB NF     ","ADES 1000 ML NO RETORNABLE","NO RETORNABLE","CATEGORÍAS EN EXPANSIÓN","ADES","1000 ML TETRA BRICK","CATEGORÍAS EN EXPANSIÓN","MANZANA","TETRA BRICK","FAMILIAR","BEBIDAS DE SOYA",True,12,"4411",2.1134000000000279,"BEBIDAS DE SOYA FRUTALES REGULAR FAMILIAR ","7790895643835","AB8D050739"
"17322","AdeS Naranja RCG 1 Ltro. Tetra 8B","ADES 1000 ML NO RETORNABLE","NO RETORNABLE","CATEGORÍAS EN EXPANSIÓN","ADES","1000 ML TETRA BRICK","CATEGORÍAS EN EXPANSIÓN","NARANJA","TETRA BRICK","FAMILIAR","BEBIDAS DE SOYA",True,8,"4490",1.4088999999999949,"BEBIDAS DE SOYA FRUTALES REGULAR FAMILIAR ","7790895643842","ADQK056925"
"9775","ADES NARANJA 1.0LTS 8TB NF    ","ADES 1000 ML NO RETORNABLE","NO RETORNABLE","CATEGORÍAS EN EXPANSIÓN","ADES","1000 ML TETRA BRICK","CATEGORÍAS EN EXPANSIÓN","NARANJA","TETRA BRICK","FAMILIAR","BEBIDAS DE SOYA",True,8,"4472",1.4088999999999965,"BEBIDAS DE SOYA FRUTALES REGULAR FAMILIAR ","7790895643842","AB8F056925"
"9759","ADES NATURAL 1.0LTS 8TB NF    ","ADES 1000 ML NO RETORNABLE","NO RETORNABLE","CATEGORÍAS EN EXPANSIÓN","ADES","1000 ML TETRA BRICK","CATEGORÍAS EN EXPANSIÓN","NATURAL","TETRA BRICK","FAMILIAR","BEBIDAS DE SOYA",True,8,"4460",1.4089,"BEBIDAS DE SOYA LACTEOS REGULAR FAMILIAR ","7790895643859","ABB1056925"
"8363","ADES FR.TROPICAL 1.0*12TB NF  ","ADES 1000 ML NO RETORNABLE","NO RETORNABLE","CATEGORÍAS EN EXPANSIÓN","ADES","1000 ML TETRA BRICK","CATEGORÍAS EN EXPANSIÓN","FRUTAS TROPICALES","TETRA BRICK","FAMILIAR","BEBIDAS DE SOYA",True,12,"4413",2.1134000000000084,"BEBIDAS DE SOYA FRUTALES REGULAR FAMILIAR ","7790895643866","ABAW050739"
"9776","ADES FR.TROPICAL 1.0LTS 8TB NF","ADES 1000 ML NO RETORNABLE","NO RETORNABLE","CATEGORÍAS EN EXPANSIÓN","ADES","1000 ML TETRA BRICK","CATEGORÍAS EN EXPANSIÓN","FRUTAS TROPICALES","TETRA BRICK","FAMILIAR","BEBIDAS DE SOYA",True,8,"4473",1.4088999999999978,"BEBIDAS DE SOYA FRUTALES REGULAR FAMILIAR ","7790895643866","ABAW056925"
"17323","AdeS Frutas Tropicales RCG 1 Ltro TB 8B","ADES 1000 ML NO RETORNABLE","NO RETORNABLE","CATEGORÍAS EN EXPANSIÓN","ADES","1000 ML TETRA BRICK","CATEGORÍAS EN EXPANSIÓN","FRUTAS TROPICALES","TETRA BRICK","FAMILIAR","BEBIDAS DE SOYA",True,8,"4491",1.4089000000000118,"BEBIDAS DE SOYA FRUTALES REGULAR FAMILIAR ","7790895643866","ADQN056925"
"9773","ADES VAINILLA 1.0LTS 8TB NF   ","ADES 1000 ML NO RETORNABLE","NO RETORNABLE","CATEGORÍAS EN EXPANSIÓN","ADES","1000 ML TETRA BRICK","CATEGORÍAS EN EXPANSIÓN","VAINILLA","TETRA BRICK","FAMILIAR","BEBIDAS DE SOYA",True,8,"4462",1.4089,"BEBIDAS DE SOYA LACTEOS REGULAR FAMILIAR ","7790895643873","ABB2056925"
"17023","HI-C FRESH MANZANA 1.5LTS*6   ","HI-C FRESH 1500 ML NO RETORNABLE","NO RETORNABLE","CATEGORÍAS EN EXPANSIÓN","HI-C FRESH","1500 ML PET","CATEGORÍAS EN EXPANSIÓN","MANZANA","PET","FAMILIAR","FW",True,6,"3817",1.5850000000000113,"AGUA SABORIZADA REGULAR FAMILIAR ","7790895644245","ACI2053682"
"17022","HI-C FRESH NARANJA 1.5LTS*6   ","HI-C FRESH 1500 ML NO RETORNABLE","NO RETORNABLE","CATEGORÍAS EN EXPANSIÓN","HI-C FRESH","1500 ML PET","CATEGORÍAS EN EXPANSIÓN","NARANJA","PET","FAMILIAR","FW",True,6,"3816",1.5850000000000131,"AGUA SABORIZADA REGULAR FAMILIAR ","7790895644252","ACI3053682"
"17024","HI-C FRESH POMELO 1.5LTS*6B   ","HI-C FRESH 1500 ML NO RETORNABLE","NO RETORNABLE","CATEGORÍAS EN EXPANSIÓN","HI-C FRESH","1500 ML PET","CATEGORÍAS EN EXPANSIÓN","POMELO","PET","FAMILIAR","FW",True,6,"3818",1.5850000000000102,"AGUA SABORIZADA REGULAR FAMILIAR ","7790895644269","ACI1053682"
"17267","CRUSH MANZANA SA 3.0L*6B PET  ","CRUSH 3000 ML NO RETORNABLE","NO RETORNABLE","REFRESCOS","CRUSH","3000 ML PET","REFRESCOS","MANZANA","PET","FAMILIAR","SSD",False,6,"3596",3.1700999999999842,"GASEOSA LOW CAL FAMILIAR ","7790895644320","A9YS050712"
"4331","CRUSH MANZANA 3,0*6 PSW       ","CRUSH 3000 ML NO RETORNABLE","NO RETORNABLE","REFRESCOS","CRUSH","3000 ML PET","REFRESCOS","MANZANA","PET","FAMILIAR","SSD",False,6,"3597",3.1700999999999788,"GASEOSA LOW CAL FAMILIAR ","7790895644320","4600050712"
"4127","FANTA NARANJA S/A 250ML 12PET ","FANTA SIN AZUCAR 250 ML NO RETORNABLE","NO RETORNABLE","REFRESCOS","FANTA SIN AZUCAR","250 ML PET","REFRESCOS","NARANJA","PET","INDIVIDUAL","SSD",False,12,"1182",0.52829999999999511,"GASEOSA LOW CAL INDIVIDUAL ","7790895644498","ABDK055589"
"17017","KIN SIN GAS 250ML 12PET       ","KIN 250 ML NO RETORNABLE","NO RETORNABLE","AGUA PURIFICADA","KIN","250 ML PET","AGUA PURIFICADA","SIN GAS","PET","INDIVIDUAL","PW",True,12,"2605",0.5283000000000011,"AGUA PLENA REGULAR INDIVIDUAL ","7790895644559","1688053990"
"17001","AQUARIUS MARACUYA 1.5*6P      ","AQUARIUS 1500 ML NO RETORNABLE","NO RETORNABLE","CATEGORÍAS EN EXPANSIÓN","AQUARIUS","1500 ML PET","CATEGORÍAS EN EXPANSIÓN","MARACUYA","PET","FAMILIAR","FW",True,6,"4278",1.585,"AGUA SABORIZADA REGULAR FAMILIAR ","7790895644580","ACJX052085"
"17030","CEPITA MANZANA S/A 300ML*6PET ","CEPITA 300 ML NO RETORNABLE","NO RETORNABLE","CATEGORÍAS EN EXPANSIÓN","CEPITA","300 ML PET","CATEGORÍAS EN EXPANSIÓN","MANZANA","PET","INDIVIDUAL","RTD",True,6,"3856",0.317,"JUGO LOW CAL INDIVIDUAL ","7790895644962","ACN2056775"
"17010","AQUARIUS MANZANA S/A 200*24TB ","AQUARIUS 200 ML NO RETORNABLE","NO RETORNABLE","CATEGORÍAS EN EXPANSIÓN","AQUARIUS","200 ML TETRA BRICK","CATEGORÍAS EN EXPANSIÓN","MANZANA","TETRA BRICK","INDIVIDUAL","FW",True,24,"4331",0.84530000000000005,"AGUA SABORIZADA LOW CAL INDIVIDUAL ","7790895645181","A4CB056923"
"17016","AQUARIUS NARANJA S/A 200*24TB ","AQUARIUS 200 ML NO RETORNABLE","NO RETORNABLE","CATEGORÍAS EN EXPANSIÓN","AQUARIUS","200 ML TETRA BRICK","CATEGORÍAS EN EXPANSIÓN","NARANJA","TETRA BRICK","INDIVIDUAL","FW",True,24,"4330",0.84530000000000005,"AGUA SABORIZADA LOW CAL INDIVIDUAL ","7790895645211","A5V1056923"
"17006","ADES FRUTILLA 1.0LTS 8TB      ","ADES 1000 ML NO RETORNABLE","NO RETORNABLE","CATEGORÍAS EN EXPANSIÓN","ADES","1000 ML TETRA BRICK","CATEGORÍAS EN EXPANSIÓN","FRUTILLA","TETRA BRICK","FAMILIAR","BEBIDAS DE SOYA",True,8,"4768",1.4089,"BEBIDAS DE SOYA LACTEOS REGULAR FAMILIAR ","7790895645280","AB8K055136"
"17008","ADES FRUTILLA 200ML 4*6TB     ","ADES 200 ML NO RETORNABLE","NO RETORNABLE","CATEGORÍAS EN EXPANSIÓN","ADES","200 ML TETRA BRICK","CATEGORÍAS EN EXPANSIÓN","FRUTILLA","TETRA BRICK","INDIVIDUAL","BEBIDAS DE SOYA",True,24,"4758",0.84530000000000449,"BEBIDAS DE SOYA LACTEOS REGULAR INDIVIDUAL ","7790895645297","AB8K052598"
"17021","LIMON & NADA 2.0L NR PET 6B   ","&NADA 2000 ML NO RETORNABLE","NO RETORNABLE","REFRESCOS","&NADA","2000 ML PET","REFRESCOS","LIMON","PET","FAMILIAR","SSD",False,6,"3193",2.1134000000000475,"GASEOSA REGULAR FAMILIAR ","7790895645327","AAW0050092"
"17019","NARANJA & NADA 2.0L NR PET 6B ","&NADA 2000 ML NO RETORNABLE","NO RETORNABLE","REFRESCOS","&NADA","2000 ML PET","REFRESCOS","NARANJA","PET","FAMILIAR","SSD",False,6,"3191",2.1134000000000581,"GASEOSA REGULAR FAMILIAR ","7790895645341","AAVZ053686"
"17080","ADES VAINILLA 200ML 4*6TB     ","ADES 200 ML NO RETORNABLE","NO RETORNABLE","CATEGORÍAS EN EXPANSIÓN","ADES","200 ML TETRA BRICK","CATEGORÍAS EN EXPANSIÓN","VAINILLA","TETRA BRICK","INDIVIDUAL","BEBIDAS DE SOYA",True,24,"4759",0.84530000000000005,"BEBIDAS DE SOYA LACTEOS REGULAR INDIVIDUAL ","7790895645624","ABB205A3WT"
"17015","CRUSH MANZANA 375ML 12PET     ","CRUSH 375 ML NO RETORNABLE","NO RETORNABLE","REFRESCOS","CRUSH","375 ML PET","REFRESCOS","MANZANA","PET","INDIVIDUAL","SSD",False,12,"3516",0.79250000000000309,"GASEOSA REGULAR INDIVIDUAL ","7790895646034","460005A3RO"
"17060","NARANJA & NADA 375ML NR 6 PET ","&NADA 375 ML NO RETORNABLE","NO RETORNABLE","REFRESCOS","&NADA","375 ML PET","REFRESCOS","NARANJA","PET","INDIVIDUAL","SSD",False,6,"3196",0.39629999999999721,"GASEOSA REGULAR INDIVIDUAL ","7790895646324","AAVZ05A3SO"
"17061","LIMON & NADA 375ML NR 6 PET   ","&NADA 375 ML NO RETORNABLE","NO RETORNABLE","REFRESCOS","&NADA","375 ML PET","REFRESCOS","LIMON","PET","INDIVIDUAL","SSD",False,6,"3197",0.39629999999999743,"GASEOSA REGULAR INDIVIDUAL ","7790895646331","AAW005A3SO"
"17395","COCA COLA C/CAFE LTA 220ML","COCA COLA CAFÉ 220 ML NO RETORNABLE","NO RETORNABLE","REFRESCOS","COCA COLA CAFÉ","220 ML LATA","REFRESCOS","CAFÉ","LATA","INDIVIDUAL","SSD",False,6,"176",0.23000000000000001,"GASEOSA REGULAR INDIVIDUAL ","7790895646355","ACW605A39A"
"17302","CEPITA NARANJA 25% 1000*06TB  ","CEPITA 1000 ML NO RETORNABLE","NO RETORNABLE","CATEGORÍAS EN EXPANSIÓN","CEPITA","1000 ML TETRA BRICK","CATEGORÍAS EN EXPANSIÓN","NARANJA","TETRA BRICK","FAMILIAR","RTD",True,6,"3997",1.0566999999999993,"JUGO REGULAR FAMILIAR ","7790895646560","A4DG052498 "
"17302","CEPITA NARANJA 25% 1000*06TB","CEPITA 1000 ML NO RETORNABLE","NO RETORNABLE","CATEGORÍAS EN EXPANSIÓN","CEPITA","1000 ML TETRA BRICK","CATEGORÍAS EN EXPANSIÓN","NARANJA","TETRA BRICK","FAMILIAR","RTD",True,6,"3997",1.0566999999999993,"JUGO REGULAR FAMILIAR ","7790895646560","A4DG052498"
"17095","AQUARIUS NARANJA 2.0L RPET 8B ","AQUARIUS 2000 ML RETORNABLE","RETORNABLE","CATEGORÍAS EN EXPANSIÓN","AQUARIUS","2000 ML RET PET","CATEGORÍAS EN EXPANSIÓN","NARANJA","RET PET","FAMILIAR","FW",True,8,"4245",2.8179000000000065,"AGUA SABORIZADA REGULAR FAMILIAR RETORNABLE","7790895646607","A5V1054377"
"17097","AQUARIUS POMELO 2.0L RPET 8B  ","AQUARIUS 2000 ML RETORNABLE","RETORNABLE","CATEGORÍAS EN EXPANSIÓN","AQUARIUS","2000 ML RET PET","CATEGORÍAS EN EXPANSIÓN","POMELO","RET PET","FAMILIAR","FW",True,8,"4247",2.8178999999999998,"AGUA SABORIZADA REGULAR FAMILIAR RETORNABLE","7790895646621","A4B9054377"
"17258","AQUARIUS PERA 2.0L RPET 8B    ","AQUARIUS 2000 ML RETORNABLE","RETORNABLE","CATEGORÍAS EN EXPANSIÓN","AQUARIUS","2000 ML RET PET","CATEGORÍAS EN EXPANSIÓN","PERA","RET PET","FAMILIAR","FW",True,8,"4248",2.8179000000000043,"AGUA SABORIZADA REGULAR FAMILIAR RETORNABLE","7790895646638","A4CA054377"
"17268","CEPITA FRESH NARANJA 1.5L 6PET","CEPITA FRESH 1500 ML NO RETORNABLE","NO RETORNABLE","CATEGORÍAS EN EXPANSIÓN","CEPITA FRESH","1500 ML PET","CATEGORÍAS EN EXPANSIÓN","NARANJA","PET","FAMILIAR","RTD",True,6,"3835",1.5849999999999922,"JUGO LOW CAL FAMILIAR ","7790895646737","ADDB053682"
"17269","CEPITA FRESH POMELO 1.5L 6PET ","CEPITA FRESH 1500 ML NO RETORNABLE","NO RETORNABLE","CATEGORÍAS EN EXPANSIÓN","CEPITA FRESH","1500 ML PET","CATEGORÍAS EN EXPANSIÓN","POMELO","PET","FAMILIAR","RTD",True,6,"3836",1.5849999999999922,"JUGO LOW CAL FAMILIAR ","7790895646775","ADDC053682"
"17298","CEPITA MANZANA 25% 1000*06TB  ","CEPITA 1000 ML NO RETORNABLE","NO RETORNABLE","CATEGORÍAS EN EXPANSIÓN","CEPITA","1000 ML TETRA BRICK","CATEGORÍAS EN EXPANSIÓN","MANZANA","TETRA BRICK","FAMILIAR","RTD",True,6,"3993",1.0567,"JUGO REGULAR FAMILIAR ","7790895647017","A8KC052497"
"17299","CEPITA MANZANA 25% 200*24TBR","CEPITA 200 ML NO RETORNABLE","NO RETORNABLE","CATEGORÍAS EN EXPANSIÓN","CEPITA","200 ML TETRA BRICK","CATEGORÍAS EN EXPANSIÓN","MANZANA","TETRA BRICK","INDIVIDUAL","RTD",True,24,"3994",0.84540000000000215,"JUGO REGULAR INDIVIDUAL ","7790895647024","A8KC056923"
"7613","FANTA MANZANA 2L*8 RPET       ","FANTA 2000 ML RETORNABLE","RETORNABLE","REFRESCOS","FANTA","2000 ML RET PET","REFRESCOS","MANZANA","RET PET","FAMILIAR","SSD",False,8,"1525",2.8179000000000118,"GASEOSA REGULAR FAMILIAR RETORNABLE","7790895647093","0202052151"
"17273","FANTA MANZANA 250ML 12PET     ","FANTA 250 ML NO RETORNABLE","NO RETORNABLE","REFRESCOS","FANTA","250 ML PET","REFRESCOS","MANZANA","PET","INDIVIDUAL","SSD",False,12,"1582",0.52829999999999699,"GASEOSA REGULAR INDIVIDUAL ","7790895647116","0202053990"
"17300","CEPITA MULTIF. 25% 1000*06TB  ","CEPITA 1000 ML NO RETORNABLE","NO RETORNABLE","CATEGORÍAS EN EXPANSIÓN","CEPITA","1000 ML TETRA BRICK","CATEGORÍAS EN EXPANSIÓN","MULTI FRUTAS","TETRA BRICK","FAMILIAR","RTD",True,6,"3995",1.0566999999999993,"JUGO REGULAR FAMILIAR ","7790895647123","A5BY052497"
"17301","CEPITA MULTIFRUTA 25% 200*24","CEPITA 200 ML NO RETORNABLE","NO RETORNABLE","CATEGORÍAS EN EXPANSIÓN","CEPITA","200 ML TETRA BRICK","CATEGORÍAS EN EXPANSIÓN","MULTI FRUTAS","TETRA BRICK","INDIVIDUAL","RTD",True,24,"3996",0.84539999907925401,"JUGO REGULAR INDIVIDUAL ","7790895647130","A5BY051395"
"17332","COCA-COLA CAFE 250ML NR PET 12","COCA COLA CAFÉ 250 ML NO RETORNABLE","NO RETORNABLE","REFRESCOS","COCA COLA CAFÉ","250 ML PET","REFRESCOS","CAFÉ","PET","INDIVIDUAL","SSD",False,12,"185",0.528299999999994,"GASEOSA LOW CAL INDIVIDUAL ","7790895647185","ACW6054636"
"17291","FANTA NARANJA 250*12 PET","FANTA 250 ML NO RETORNABLE","NO RETORNABLE","REFRESCOS","FANTA","250 ML PET","REFRESCOS","NARANJA","PET","INDIVIDUAL","SSD",False,12,"1126",0.52829999999999999,"GASEOSA REGULAR INDIVIDUAL ","7790895647260","0232059365"
"17398","Fanta Misterio 500 ml NR Pet 12B","FANTA 500 ML NO RETORNABLE","NO RETORNABLE","REFRESCOS","FANTA","500 ML PET","REFRESCOS","MISTERIO","PET","INDIVIDUAL","SSD",False,12,"1701",1.0566999999816697,"GASEOSA REGULAR INDIVIDUAL ","7790895647277","AELS052073"
"17352","AdeS Almendra c/vainilla 1 Ltro. Tetra 8B","ADES 1000 ML NO RETORNABLE","NO RETORNABLE","CATEGORÍAS EN EXPANSIÓN","ADES","1000 ML TETRA BRICK","CATEGORÍAS EN EXPANSIÓN","ALMENDRA","TETRA BRICK","FAMILIAR","BEBIDAS DE SOYA",True,8,"4766",1.4089,"BEBIDAS DE SOYA LACTEOS REGULAR FAMILIAR ","7790895647307","AC2V056925"
"17333","CEPITA FRESH NARANJA 500*12PET","CEPITA FRESH 500 ML NO RETORNABLE","NO RETORNABLE","CATEGORÍAS EN EXPANSIÓN","CEPITA FRESH","500 ML PET","CATEGORÍAS EN EXPANSIÓN","NARANJA","PET","INDIVIDUAL","RTD",True,12,"3819",1.0567000000000077,"JUGO REGULAR INDIVIDUAL ","7790895647369","ADDB053702"
"17334","CEPITA FRESH POMELO 500*12PET","CEPITA FRESH 500 ML NO RETORNABLE","NO RETORNABLE","CATEGORÍAS EN EXPANSIÓN","CEPITA FRESH","500 ML PET","CATEGORÍAS EN EXPANSIÓN","POMELO","PET","INDIVIDUAL","RTD",True,12,"3820",1.0566999999999973,"JUGO LOW CAL INDIVIDUAL ","7790895647376","ADDC053702"
"17353","AdeS Almendra Sin Azúcar 1 Ltro. Tetra 8B","ADES 1000 ML NO RETORNABLE","NO RETORNABLE","CATEGORÍAS EN EXPANSIÓN","ADES","1000 ML TETRA BRICK","CATEGORÍAS EN EXPANSIÓN","ALMENDRA","TETRA BRICK","FAMILIAR","BEBIDAS DE SOYA",True,8,"4767",1.4089,"BEBIDAS DE SOYA LACTEOS REGULAR FAMILIAR ","7790895647550","ADES056925"
"17305","AGUA DE MESA AYBAL 2000*6","BENEDICTINO 2000 ML NO RETORNABLE","NO RETORNABLE","AGUA PURIFICADA","BENEDICTINO","2000 ML PET","AGUA PURIFICADA","SIN GAS","PET","FAMILIAR","PW",True,6,"2822",2.1134000000000053,"AGUA PLENA REGULAR FAMILIAR ","7790895647703","7228050092"
"17367","BENEDICTINO SIN GAS 2000*6 PET","BENEDICTINO 2000 ML NO RETORNABLE","NO RETORNABLE","AGUA PURIFICADA","BENEDICTINO","2000 ML PET","AGUA PURIFICADA","SIN GAS","PET","FAMILIAR","PW",True,6,"2682",2.1134000000000026,"AGUA PLENA REGULAR FAMILIAR ","7790895647703","A4CO050092"
"7677","KIN SIN GAS 2000*6 PET        ","BENEDICTINO 2000 ML NO RETORNABLE","NO RETORNABLE","AGUA PURIFICADA","BENEDICTINO","2000 ML PET","AGUA PURIFICADA","SIN GAS","PET","FAMILIAR","PW",True,6,"2667",2.1133999999154076,"AGUA PLENA REGULAR FAMILIAR ","7790895647703","1688053686"
"7690","SODA AYBAL 2000*6 PSW         ","BENEDICTINO 2000 ML NO RETORNABLE","NO RETORNABLE","AGUA PURIFICADA","BENEDICTINO","2000 ML PET","AGUA PURIFICADA","CON GAS","PET","FAMILIAR","PW",False,6,"2804",2.1133999999790474,"AGUA PLENA REGULAR FAMILIAR ","7790895647710","5569050092"
